iteration,residual_n,residual_S,mu,E,F,states,integrations
1.20000000000000000e+01,2.01185689225735374e-03,3.70459992683109119e-04,1.38901272093139516e+00,1.12667199269161438e+03,1.12667199269161438e+03,5.76000000000000000e+02,1.20163000000000000e+05
1.30000000000000000e+01,4.93780973361729137e-06,1.04989562063548987e-05,1.38955732667246412e+00,1.12684205862639578e+03,1.12684205862639578e+03,5.76000000000000000e+02,1.26150000000000000e+05
1.40000000000000000e+01,1.06914200750950878e-03,2.18427994509096075e-04,1.38942646724993346e+00,1.12687120946143750e+03,1.12687120946143750e+03,5.76000000000000000e+02,1.31811000000000000e+05
1.50000000000000000e+01,3.39359744120689344e-03,6.97627606220412011e-04,1.38904423464307580e+00,1.12696311115199774e+03,1.12696311115199774e+03,5.76000000000000000e+02,1.37433000000000000e+05
1.60000000000000000e+01,2.48695966199100711e-03,5.12975431138620289e-04,1.38913961023955390e+00,1.12693198566109504e+03,1.12693198566109504e+03,5.76000000000000000e+02,1.43073000000000000e+05
1.70000000000000000e+01,2.06018247699865306e-03,4.24591137036077243e-04,1.38924650966169994e+00,1.12691673848755227e+03,1.12691673848755227e+03,5.76000000000000000e+02,1.48656000000000000e+05
1.80000000000000000e+01,2.66388364299959554e-04,5.57616366834317218e-05,1.38952548250855901e+00,1.12686277553888067e+03,1.12686277553888067e+03,5.76000000000000000e+02,1.54343000000000000e+05
1.90000000000000000e+01,2.59756193806641301e-06,2.23152759752568367e-06,1.38957748670508940e+00,1.12685730737960171e+03,1.12685730737960171e+03,5.76000000000000000e+02,1.59864000000000000e+05
2.00000000000000000e+01,8.33187670182066842e-05,1.71587624362410754e-05,1.38956328350721048e+00,1.12685779785083423e+03,1.12685779785083423e+03,5.76000000000000000e+02,1.65225000000000000e+05
2.10000000000000000e+01,4.58487426402981056e-05,9.35951885360783552e-06,1.38957602283405324e+00,1.12685717573970783e+03,1.12685717573970783e+03,5.76000000000000000e+02,1.70769000000000000e+05
2.20000000000000000e+01,2.54584521558200613e-05,5.16118308104659587e-06,1.38957340404990903e+00,1.12685759685217363e+03,1.12685759685217363e+03,5.76000000000000000e+02,1.76105000000000000e+05
2.30000000000000000e+01,2.51481624504918805e-06,5.87664808332076124e-07,1.38956932827858726e+00,1.12685806189661434e+03,1.12685806189661434e+03,5.76000000000000000e+02,1.81461000000000000e+05
2.40000000000000000e+01,6.47214485684349206e-07,8.20391754616433481e-07,1.38956663405890657e+00,1.12685880238851382e+03,1.12685880238851382e+03,5.76000000000000000e+02,1.86737000000000000e+05
2.50000000000000000e+01,3.38912085478551837e-06,8.13727477624352195e-07,1.38956725495304223e+00,1.12685835836076490e+03,1.12685835836076490e+03,5.76000000000000000e+02,1.91906000000000000e+05
2.60000000000000000e+01,3.56244742138732609e-06,8.40897351562689061e-07,1.38956717863286006e+00,1.12685837293984491e+03,1.12685837293984491e+03,5.76000000000000000e+02,1.97018000000000000e+05
2.70000000000000000e+01,3.18223523831980060e-06,7.35371884089335882e-07,1.38956727771736732e+00,1.12685834897457585e+03,1.12685834897457585e+03,5.76000000000000000e+02,2.02147000000000000e+05
2.80000000000000000e+01,9.11971371823611669e-07,2.62697300850761893e-07,1.38956757406581488e+00,1.12685818217342103e+03,1.12685818217342103e+03,5.76000000000000000e+02,2.07210000000000000e+05
2.90000000000000000e+01,9.34130807500955220e-07,2.46303484717135059e-07,1.38956735899022243e+00,1.12685817633886199e+03,1.12685817633886199e+03,5.76000000000000000e+02,2.12436000000000000e+05
3.00000000000000000e+01,7.54897911380563548e-07,1.99342518976369041e-07,1.38956730856092237e+00,1.12685815997226109e+03,1.12685815997226109e+03,5.76000000000000000e+02,2.17689000000000000e+05
3.10000000000000000e+01,2.78746971261137288e-08,7.26250724906126946e-09,1.38956723305645213e+00,1.12685809177192300e+03,1.12685809177192300e+03,5.76000000000000000e+02,2.23037000000000000e+05
3.20000000000000000e+01,6.64446576840059571e-09,6.66135419305222099e-09,1.38956722935197607e+00,1.12685809432393739e+03,1.12685809432393739e+03,5.76000000000000000e+02,2.28090000000000000e+05
3.30000000000000000e+01,1.65208877585443151e-08,4.29946635129150099e-09,1.38956722949957134e+00,1.12685809555066612e+03,1.12685809555066612e+03,5.76000000000000000e+02,2.33052000000000000e+05
3.40000000000000000e+01,1.14297850199773694e-08,3.63430872823521426e-09,1.38956722679110189e+00,1.12685809505893144e+03,1.12685809505893144e+03,5.76000000000000000e+02,2.38085000000000000e+05
3.50000000000000000e+01,1.04543340637664165e-08,3.11176083385069635e-09,1.38956722054628790e+00,1.12685809469461333e+03,1.12685809469461333e+03,5.76000000000000000e+02,2.43122000000000000e+05
3.60000000000000000e+01,6.64570490516104188e-09,2.66592842074179252e-09,1.38956721613893275e+00,1.12685809406798217e+03,1.12685809406798217e+03,5.76000000000000000e+02,2.48231000000000000e+05
3.70000000000000000e+01,7.56120217967262931e-09,1.19040130886503105e-09,1.38956720418877788e+00,1.12685809259413759e+03,1.12685809259413759e+03,5.76000000000000000e+02,2.53331000000000000e+05
3.80000000000000000e+01,1.82399068165815111e-09,4.12805051076211265e-10,1.38956720147898283e+00,1.12685809309407909e+03,1.12685809309407909e+03,5.76000000000000000e+02,2.58364000000000000e+05
3.90000000000000000e+01,1.60779962734484968e-09,3.72293855232349318e-10,1.38956720232295972e+00,1.12685809299307311e+03,1.12685809299307311e+03,5.76000000000000000e+02,2.63223000000000000e+05
4.00000000000000000e+01,7.46743702960598928e-10,3.54691182626099070e-10,1.38956720182932392e+00,1.12685809309277101e+03,1.12685809309277101e+03,5.76000000000000000e+02,2.68173000000000000e+05
4.10000000000000000e+01,1.48023101317284533e-10,1.74401371063162565e-10,1.38956720113065835e+00,1.12685809303841756e+03,1.12685809303841756e+03,5.76000000000000000e+02,2.73132000000000000e+05
4.20000000000000000e+01,1.70051126195084259e-09,2.98780028952878479e-10,1.38956720161581959e+00,1.12685809293100783e+03,1.12685809293100783e+03,5.76000000000000000e+02,2.78117000000000000e+05
4.30000000000000000e+01,6.31130883675736426e-11,1.63177792120861677e-11,1.38956720108340503e+00,1.12685809303463225e+03,1.12685809303463225e+03,5.76000000000000000e+02,2.82986000000000000e+05
