excitation,eps_hole,eps_particle,k_hole,k_particle
4.30515902169656628e-01,2.45560183712127298e-04,4.30761462353368763e-01,0.00000000000000000e+00,2.50000000000000000e-01
4.30515902169656628e-01,2.45560183712127298e-04,4.30761462353368763e-01,0.00000000000000000e+00,2.50000000000000000e-01
5.87727501397114382e-01,2.45560183712127298e-04,5.87973061580826517e-01,0.00000000000000000e+00,3.53553390593273786e-01
5.87727501397114382e-01,2.45560183712127298e-04,5.87973061580826517e-01,0.00000000000000000e+00,3.53553390593273786e-01
7.03866026773393716e-01,2.45560183712127298e-04,7.04111586957105851e-01,0.00000000000000000e+00,4.33012701892219298e-01
7.03866026773393716e-01,2.45560183712127298e-04,7.04111586957105851e-01,0.00000000000000000e+00,4.33012701892219298e-01
7.99410011049978553e-01,2.45560183712127298e-04,7.99655571233690687e-01,0.00000000000000000e+00,5.00000000000000000e-01
7.99410011049978553e-01,2.45560183712127298e-04,7.99655571233690687e-01,0.00000000000000000e+00,5.00000000000000000e-01
8.82082393398404441e-01,2.45560183712127298e-04,8.82327953582116575e-01,0.00000000000000000e+00,5.59016994374947451e-01
8.82082393398404441e-01,2.45560183712127298e-04,8.82327953582116575e-01,0.00000000000000000e+00,5.59016994374947451e-01
9.55768820689088416e-01,2.45560183712127298e-04,9.56014380872800551e-01,0.00000000000000000e+00,6.12372435695794470e-01
9.55768820689088416e-01,2.45560183712127298e-04,9.56014380872800551e-01,0.00000000000000000e+00,6.12372435695794470e-01
