iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,2.40820955703849905e-02,1.54201101649987127e+00,1.35617354169759579e+02,1.35617354169759579e+02,6.87000000000000000e+02,1.65410000000000000e+04
1.00000000000000000e+00,5.96512913427987290e-01,1.53656796806493010e-02,1.51315422577644365e+00,1.32213026153555518e+02,1.32213026153555518e+02,6.88000000000000000e+02,2.60780000000000000e+04
2.00000000000000000e+00,5.05510130402305607e-03,1.88189692687237798e-03,1.47214568524627687e+00,1.27303033838764847e+02,1.27303033838764847e+02,7.00000000000000000e+02,3.59440000000000000e+04
3.00000000000000000e+00,6.84554234054678612e-04,1.28524984129529013e-04,1.47379718164972395e+00,1.27401230550435685e+02,1.27401230550435685e+02,7.03000000000000000e+02,4.51020000000000000e+04
4.00000000000000000e+00,1.71640047474824558e-04,8.43346832757702422e-05,1.47377202180203382e+00,1.27397625303038595e+02,1.27397625303038595e+02,7.04000000000000000e+02,5.35580000000000000e+04
5.00000000000000000e+00,6.83318021036112121e-05,2.81575393251495577e-05,1.47387157815524361e+00,1.27404312620316389e+02,1.27404312620316389e+02,7.04000000000000000e+02,6.20610000000000000e+04
6.00000000000000000e+00,5.52418805926374549e-07,4.70798066360312390e-07,1.47393649193493115e+00,1.27408961127745158e+02,1.27408961127745158e+02,7.04000000000000000e+02,7.05770000000000000e+04
7.00000000000000000e+00,5.09314728797231749e-07,4.43841449282630593e-07,1.47393644811244373e+00,1.27408955293406663e+02,1.27408955293406663e+02,7.04000000000000000e+02,7.80600000000000000e+04
8.00000000000000000e+00,1.29981351684509408e-07,1.14501406024060438e-07,1.47393721108751086e+00,1.27409009114340648e+02,1.27409009114340648e+02,7.04000000000000000e+02,8.57720000000000000e+04
9.00000000000000000e+00,6.71579492375431805e-09,3.36052486111242271e-09,1.47393745350595662e+00,1.27409026404875988e+02,1.27409026404875988e+02,7.04000000000000000e+02,9.34160000000000000e+04
1.00000000000000000e+01,2.04837231728088251e-10,1.97441547877138018e-10,1.47393745538282683e+00,1.27409026575719778e+02,1.27409026575719778e+02,7.04000000000000000e+02,1.00675000000000000e+05
1.10000000000000000e+01,1.27388319513120611e-10,1.18333190518706622e-10,1.47393745545843324e+00,1.27409026580830471e+02,1.27409026580830471e+02,7.04000000000000000e+02,1.07483000000000000e+05
1.20000000000000000e+01,5.03413965094774792e-11,1.91087389271280391e-11,1.47393745553746114e+00,1.27409026586844149e+02,1.27409026586844149e+02,7.04000000000000000e+02,1.14184000000000000e+05
