iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.50990179605986034e-02,2.79655366593302293e-03,7.02853509656459541e-01,6.07507673577380700e+01,6.07507673577380700e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,9.05949020862928910e-03,1.67791487404853751e-03,7.02853420750292113e-01,6.07507673308753908e+01,6.07507673308753908e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,1.88384923415162493e-07,1.08395902849536577e-06,7.02853286050745818e-01,6.07507673157249215e+01,6.07507673157249215e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,8.50472915889550361e-10,6.92238239619173757e-09,7.02853284021262126e-01,6.07507673157252199e+01,6.07507673157252199e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,5.29269697539755562e-10,1.90064699354119503e-09,7.02853284014042123e-01,6.07507673157250494e+01,6.07507673157250494e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,3.16404248702474951e-10,1.14182506946853825e-09,7.02853284015881985e-01,6.07507673157247297e+01,6.07507673157247297e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,1.88302606616270731e-10,6.83054519657534723e-10,7.02853284017014412e-01,6.07507673157236994e+01,6.07507673157236994e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,1.11605946894684640e-10,4.07000575399116887e-10,7.02853284017670776e-01,6.07507673157235928e+01,6.07507673157235928e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,6.38028380614957075e-11,2.34132187694241727e-10,7.02853284018111979e-01,6.07507673157235004e+01,6.07507673157235004e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,1.80511654543644210e-13,1.10262406945954171e-13,7.02853284018702951e-01,6.07507673157237846e+01,6.07507673157237846e+01,4.62000000000000000e+02,1.56000000000000000e+02,0.00000000000000000e+00
