iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,8.36044678528127944e-02,7.04099596867309829e-01,6.10907316198463732e+01,6.10907316198463732e+01,5.40000000000000000e+02,1.04790000000000000e+04
1.00000000000000000e+00,5.99998934457315336e-01,5.01640556500974888e-02,7.04102358398048800e-01,6.10909725248376745e+01,6.10909725248376745e+01,5.40000000000000000e+02,1.58030000000000000e+04
2.00000000000000000e+00,1.42943241454774072e-06,2.39080535404432120e-06,7.04106500988309403e-01,6.10913328088526200e+01,6.10913328088526200e+01,5.40000000000000000e+02,2.11330000000000000e+04
3.00000000000000000e+00,3.62006373738364942e-07,5.95706693497512213e-07,7.04106500889883802e-01,6.10913327384470293e+01,6.10913327384470293e+01,5.40000000000000000e+02,2.58960000000000000e+04
4.00000000000000000e+00,1.02980368280164549e-07,1.96635279264774525e-08,7.04106500859379980e-01,6.10913330219448127e+01,6.10913330219448127e+01,5.40000000000000000e+02,3.04280000000000000e+04
5.00000000000000000e+00,6.11019956768324317e-08,5.25123069175329393e-09,7.04106500861039208e-01,6.10913332201718475e+01,6.10913332201718475e+01,5.40000000000000000e+02,3.49910000000000000e+04
6.00000000000000000e+00,3.57516093853578437e-08,3.89668540513461849e-09,7.04106500860141815e-01,6.10913333382084929e+01,6.10913333382084929e+01,5.40000000000000000e+02,3.94680000000000000e+04
7.00000000000000000e+00,2.06647928955015158e-08,2.87331175493400747e-09,7.04106500864280727e-01,6.10913334083128774e+01,6.10913334083128774e+01,5.40000000000000000e+02,4.39420000000000000e+04
8.00000000000000000e+00,1.12244764024289280e-08,2.00383233985766556e-09,7.04106500865037899e-01,6.10913334520007965e+01,6.10913334520007965e+01,5.40000000000000000e+02,4.84890000000000000e+04
9.00000000000000000e+00,1.95786444505268717e-11,1.25243531021030730e-12,7.04106500867498708e-01,6.10913335034792482e+01,6.10913335034792482e+01,5.40000000000000000e+02,5.29190000000000000e+04
