iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.87000000000000000e+02,1.39340000000000000e+04
1.00000000000000000e+00,5.99999999999999978e-01,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.87000000000000000e+02,1.81300000000000000e+04
2.00000000000000000e+00,3.59878309509397019e-13,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,6.87000000000000000e+02,2.23300000000000000e+04
