y,z,W6,n_c,S_c,n_p,S_p,M_eff,v_x,rho,p_y,p_3,p_t,L_s
-3.00000000000000000e+00,1.52299797447126292e-08,1.52299797447126292e-08,2.96386211548806548e-06,0.00000000000000000e+00,1.94607095030249525e+02,0.00000000000000000e+00,1.00000000000000000e+00,-1.16372105903415013e-01,3.47279617942564371e+01,2.10031805852211910e+01,-6.74880415298356073e+00,-1.13237312226619764e+01,-1.13237312226619764e+01
-2.95000000000000018e+00,2.05583222976044118e-08,2.05583222976044118e-08,3.28431090167264887e-06,4.79869752364321479e-08,1.59755784257519764e+02,2.33418732043246147e+00,1.02093713186635493e+00,-9.55315480219743607e-02,2.68972667920949995e+01,1.36850045909968632e+01,-3.98039759152465900e+00,-7.60642255174655979e+00,-7.60642255174655979e+00
-2.89999999999999991e+00,2.77508324224075661e-08,2.77508324224075628e-08,3.65399843348105310e-06,9.03872147631655378e-08,1.31671669442629451e+02,3.25709922453287870e+00,1.02921544272342858e+00,-7.87376711957770425e-02,2.12016494825157871e+01,8.94866885377992993e+00,-2.13755396765264338e+00,-5.13618110238697767e+00,-5.13618110238697767e+00
-2.85000000000000009e+00,3.74597055629524578e-08,3.74597055629524512e-08,4.07659891798375873e-06,1.22117393630140530e-07,1.08826240268570203e+02,3.25996672410886079e+00,1.02924116354549922e+00,-6.50764493228574575e-02,1.69759743759408686e+01,5.89581002193127812e+00,-8.86617234597927739e-01,-3.49334977789817058e+00,-3.49334977789817058e+00
-2.79999999999999982e+00,5.05653134833554077e-08,5.05653134833553878e-08,4.55878194172419359e-06,1.36885771416044150e-07,9.01563073118257705e+01,2.70710813374276738e+00,1.02428214714239574e+00,-5.39121111731398900e-02,1.37955957818083466e+01,3.94192136535665583e+00,-1.52023148016634246e-02,-2.39739107570463750e+00,-2.39739107570463750e+00
-2.75000000000000000e+00,6.82560337633487521e-08,6.82560337633486991e-08,5.11052137752346167e-06,1.26473316356866685e-07,7.48728148377653042e+01,1.85292507319373168e+00,1.01662031845359535e+00,-4.47728133253972455e-02,1.13770722248308598e+01,2.70557702753204721e+00,6.12121610124732873e-01,-1.66073509791029705e+00,-1.66073509791029705e+00
-2.70000000000000018e+00,9.21360083456611503e-08,9.21360083456610180e-08,5.74568480207745315e-06,8.00055385349256718e-08,6.23609043330998318e+01,8.68341704524183577e-01,1.00778882852011664e+00,-3.72908796678568799e-02,9.52494594739847855e+00,1.93781489794895401e+00,1.08023167404985920e+00,-1.15936477425858597e+00,-1.15936477425858597e+00
-2.64999999999999991e+00,1.24370602360287510e-07,1.24370602360287193e-07,6.48285250566460512e-06,-1.68525366365487801e-08,5.21252802722988662e+01,-1.35502573089812173e-01,9.98784572593563014e-01,-3.11701309510337733e-02,8.10031750634398762e+00,1.47576260319944885e+00,1.44105893915001793e+00,-8.12293552928097462e-01,-8.12293552928097462e-01
-2.60000000000000009e+00,1.67882752999566821e-07,1.67882752999566027e-07,7.34636468992650815e-06,-1.82814567392353421e-07,4.37589005342645265e+01,-1.08894192003645540e+00,9.90232437484759864e-01,-2.61671621294120339e-02,7.00160996538313807e+00,1.21237409030997489e+00,1.72552095631203106e+00,-5.67204975391176425e-01,-5.67204975391176425e-01
-2.54999999999999982e+00,2.26618012776573347e-07,2.26618012776571415e-07,8.36760604767945315e-06,-4.42024098164112289e-07,3.69238347170985577e+01,-1.95052499467425511e+00,9.82504232344750261e-01,-2.20798959225534872e-02,6.15257782025277944e+00,1.07681410639845399e+00,1.95152197613831646e+00,-3.90574260037877485e-01,-3.90574260037877485e-01
