iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.50868096465411102e-02,2.95692393860590239e-03,6.97833568854990371e-01,6.95602245012244396e+01,5.40026099236203407e+01,4.16000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,9.05226852385228320e-03,1.77410526895637735e-03,6.97833494849395164e-01,6.95602136774796094e+01,5.40026099177122205e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,2.53624495825633630e-07,1.05323480363795988e-06,6.97833381862475566e-01,6.95601981806671432e+01,5.40026099130617325e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,2.37850175458459410e-08,4.47515797059753503e-08,6.97833378907266377e-01,6.95601992936837803e+01,5.40026099132685715e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,1.19385499680194330e-08,2.36675647391790085e-08,6.97833378635887902e-01,6.95601993873155919e+01,5.40026099132647843e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,1.74259278185927232e-09,1.41715333127740853e-08,6.97833378433914797e-01,6.95601994411755555e+01,5.40026099132609758e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,2.94915873331820081e-10,7.44513130626773229e-09,6.97833378415589678e-01,6.95601994352023922e+01,5.40026099132619990e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,9.39625342209444460e-11,3.44399148911998822e-09,6.97833378422013650e-01,6.95601994261436687e+01,5.40026099132641377e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,4.22354238659386920e-11,8.47945581893207570e-10,6.97833378429308260e-01,6.95601994193596767e+01,5.40026099132650970e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,2.62798433133408783e-12,1.64398346771674379e-12,6.97833378434069784e-01,6.95601994166102600e+01,5.40026099132640667e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
