iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,6.05538502584373182e-04,3.68468551002329925e-03,6.98184797540606805e-01,6.95896428161083378e+01,5.40352909134877848e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
2.00000000000000000e+00,3.58441558931469392e-04,2.20326597004291431e-03,6.98187266548677909e-01,6.95894872267947733e+01,5.40353106077891141e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
3.00000000000000000e+00,8.75680605654414721e-06,2.04470093947499918e-05,6.98191020537714646e-01,6.95891982796956228e+01,5.40353317207406079e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
4.00000000000000000e+00,1.23025349659095644e-06,8.05136155573557621e-06,6.98191208869893609e-01,6.95891348850036309e+01,5.40353304514646027e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
5.00000000000000000e+00,3.64420487036674935e-07,1.32003431220326125e-06,6.98191202939897559e-01,6.95891542475867766e+01,5.40353305032237472e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
6.00000000000000000e+00,8.42298504394722771e-08,2.36426036193031239e-07,6.98191197114361506e-01,6.95891570902221446e+01,5.40353305016377874e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
7.00000000000000000e+00,1.16157159116055061e-08,3.09379030262873376e-08,6.98191194444690577e-01,6.95891577937020855e+01,5.40353305015845677e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
8.00000000000000000e+00,6.57213580853997262e-09,1.73513105030609644e-08,6.98191194334565113e-01,6.95891578350951505e+01,5.40353305015861523e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
9.00000000000000000e+00,9.54424996509378894e-11,4.89445576723977817e-10,6.98191194198109155e-01,6.95891578870418073e+01,5.40353305015837506e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
1.00000000000000000e+01,1.41674115663106735e-11,1.25776121064128658e-10,6.98191194199524245e-01,6.95891578868221075e+01,5.40353305015858609e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
1.10000000000000000e+01,1.50803883587245574e-12,5.01959636049057317e-12,6.98191194200376675e-01,6.95891578866968814e+01,5.40353305015855909e+01,4.15000000000000000e+02,1.28000000000000000e+02,0.00000000000000000e+00
