iteration,residualN,residualS,mu,energy,free,states,shellsExact,shellsInterpolated
1.00000000000000000e+00,1.36813812746857569e-11,4.12380886945855242e-11,3.17154667819795399e-01,1.67729508700779917e+02,-1.23766196441498835e+01,1.00760000000000000e+04,3.00000000000000000e+02,6.73000000000000000e+02
