q,r3,k,parity,type,index,branch,mult,f,w,eps_level0,eps_level1,eps_level2,eps_extrapolated,interpolated
8.77000000000000000e+02,1.20000000000000000e+02,7.40354644748042379e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,4.80000000000000000e+02,9.99999999999987343e-01,-1.26565424807267846e-14,-9.27930272646106324e+00,-9.28193678124682542e+00,-9.28260022090221248e+00,-9.28282230573190148e+00,1.00000000000000000e+00
3.73000000000000000e+02,1.20000000000000000e+02,4.82830197895699165e+00,1.00000000000000000e+00,1.00000000000000000e+00,-2.00000000000000000e+00,-1.00000000000000000e+00,4.80000000000000000e+02,9.99999999999987343e-01,-1.26565424807267846e-14,-9.27243577617246828e+00,-9.28031966335402814e+00,-9.28226681960888556e+00,-9.28291133540040292e+00,1.00000000000000000e+00
1.00500000000000000e+03,1.92000000000000000e+02,7.92543374207367890e+00,1.00000000000000000e+00,1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,7.68000000000000000e+02,9.99999999999987343e-01,-1.26565424807267846e-14,-9.27501015091973713e+00,-9.28015394811768246e+00,-9.28139888361785736e+00,-9.28180604996566672e+00,1.00000000000000000e+00
4.10000000000000000e+01,9.60000000000000000e+01,1.60078105935821213e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-5.00000000000000000e+00,-1.00000000000000000e+00,3.84000000000000000e+02,9.99999999999987343e-01,-1.26565424807267846e-14,-9.24216749416028804e+00,-9.27307924013311613e+00,-9.28077367784748475e+00,-9.28333210969916323e+00,0.00000000000000000e+00
2.43000000000000000e+02,1.04000000000000000e+02,3.89711431702997402e+00,-1.00000000000000000e+00,1.00000000000000000e+00,-2.00000000000000000e+00,-1.00000000000000000e+00,4.16000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.25983070700959310e+00,-9.27510366602963465e+00,-9.27890312924916927e+00,-9.28016604050606553e+00,0.00000000000000000e+00
3.55000000000000000e+02,9.60000000000000000e+01,4.71036092035419340e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-2.00000000000000000e+00,-1.00000000000000000e+00,3.84000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.26273687862443573e+00,-9.27527947337719816e+00,-9.27840260038993137e+00,-9.27944125764646977e+00,0.00000000000000000e+00
8.76000000000000000e+02,9.60000000000000000e+01,7.39932429347437104e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,3.84000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.27483583377317444e+00,-9.27746877253718338e+00,-9.27813192370683204e+00,-9.27835391056883729e+00,1.00000000000000000e+00
5.47000000000000000e+02,7.20000000000000000e+01,5.84700778176325020e+00,1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,2.88000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.27396065036097639e+00,-9.27717780513978951e+00,-9.27796706718955733e+00,-9.27822729232139842e+00,1.00000000000000000e+00
1.00400000000000000e+03,1.68000000000000000e+02,7.92148975887742957e+00,1.00000000000000000e+00,1.00000000000000000e+00,-1.00000000000000000e+00,-1.00000000000000000e+00,6.72000000000000000e+02,9.99999999999987121e-01,-1.28785870856518159e-14,-9.27077890584924269e+00,-9.27591709449148460e+00,-9.27716067582192849e+00,-9.27756739991681734e+00,1.00000000000000000e+00
5.80000000000000000e+01,2.40000000000000000e+01,1.90394327646597716e+00,-1.00000000000000000e+00,1.00000000000000000e+00,-4.00000000000000000e+00,-1.00000000000000000e+00,9.60000000000000000e+01,9.99999999999987121e-01,-1.28785870856518159e-14,-9.24285215761963563e+00,-9.27032381488488078e+00,-9.27715901471666982e+00,-9.27943118333021388e+00,0.00000000000000000e+00
