iteration,residual_n,residual_S,mu,E,F,states,integrations
0.00000000000000000e+00,1.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,9.91500871502577763e-03,9.91500871502577763e-03,7.88000000000000000e+02,1.40400000000000000e+04
1.00000000000000000e+00,5.99981712378725107e-01,8.96446557213683576e-04,-9.92782898581636396e-04,1.25915814869924023e-03,1.25915814869924023e-03,7.88000000000000000e+02,3.36500000000000000e+04
2.00000000000000000e+00,1.04753319097945254e-03,9.67515514507828766e-04,-2.08238938556337509e-03,-1.19494756092973359e-02,-1.19494756092973359e-02,7.88000000000000000e+02,6.56230000000000000e+04
3.00000000000000000e+00,7.81172746829660513e-04,1.13582326718000105e-04,-1.77123442775816830e-03,-9.20458544772132480e-03,-9.20458544772132480e-03,7.88000000000000000e+02,7.29580000000000000e+04
4.00000000000000000e+00,7.76146167898196640e-05,9.06284292789753094e-05,-1.65655021745521173e-03,-7.68506643316050567e-03,-7.68506643316050567e-03,7.88000000000000000e+02,7.97360000000000000e+04
5.00000000000000000e+00,6.51276939642773072e-05,2.39899007272322652e-05,-1.67555130385470133e-03,-7.69517507004835975e-03,-7.69517507004835975e-03,7.88000000000000000e+02,8.67320000000000000e+04
6.00000000000000000e+00,1.49137945673353748e-05,1.60315780632142931e-05,-1.69231267594227336e-03,-7.86316826535554333e-03,-7.86316826535554333e-03,7.88000000000000000e+02,9.35670000000000000e+04
7.00000000000000000e+00,1.13616562206702885e-05,7.86939872869390552e-06,-1.68880973282841134e-03,-7.84210759659829254e-03,-7.84210759659829254e-03,7.88000000000000000e+02,1.00198000000000000e+05
8.00000000000000000e+00,5.61500466656132409e-07,5.22523430385249905e-07,-1.68601647813507562e-03,-7.83228228752045827e-03,-7.83228228752045827e-03,7.88000000000000000e+02,1.06913000000000000e+05
9.00000000000000000e+00,2.86743909418589472e-07,1.01946230996057995e-06,-1.68531356707428740e-03,-7.82725073906525778e-03,-7.82725073906525778e-03,7.88000000000000000e+02,1.13466000000000000e+05
1.00000000000000000e+01,3.00497126442874539e-08,1.44587207781631872e-07,-1.68572345692606391e-03,-7.82991332798234699e-03,-7.82991332798234699e-03,7.88000000000000000e+02,1.19917000000000000e+05
1.10000000000000000e+01,1.53856519237878180e-08,1.43147908763312846e-08,-1.68579295441819246e-03,-7.83037907899116446e-03,-7.83037907899116446e-03,7.88000000000000000e+02,1.26160000000000000e+05
1.20000000000000000e+01,4.34186536567609685e-09,1.61188176040922921e-09,-1.68579304303512222e-03,-7.83039237239878394e-03,-7.83039237239878394e-03,7.88000000000000000e+02,1.32307000000000000e+05
1.30000000000000000e+01,2.95648856123255597e-09,1.17219946809694327e-09,-1.68579378065964792e-03,-7.83039433390060949e-03,-7.83039433390060949e-03,7.88000000000000000e+02,1.38409000000000000e+05
1.40000000000000000e+01,6.26096249599065643e-10,2.14267250125499561e-10,-1.68579344988245214e-03,-7.83039359159605139e-03,-7.83039359159605139e-03,7.88000000000000000e+02,1.44523000000000000e+05
1.50000000000000000e+01,4.76510121621015877e-10,1.88295033648897917e-10,-1.68579341220426301e-03,-7.83039327894767198e-03,-7.83039327894767198e-03,7.88000000000000000e+02,1.50546000000000000e+05
1.60000000000000000e+01,1.95880439530157944e-10,3.54664594477664488e-11,-1.68579329262320029e-03,-7.83039204646547582e-03,-7.83039204646547582e-03,7.88000000000000000e+02,1.56675000000000000e+05
1.70000000000000000e+01,1.03156999734890290e-10,5.23599662196082846e-11,-1.68579327553187107e-03,-7.83039183743550193e-03,-7.83039183743550193e-03,7.88000000000000000e+02,1.62787000000000000e+05
1.80000000000000000e+01,8.47903411966641537e-12,4.97051425785859995e-12,-1.68579328456775705e-03,-7.83039195461048346e-03,-7.83039195461048346e-03,7.88000000000000000e+02,1.68838000000000000e+05
